"Tail_Number","YEAR","YEAR_MFR","AGE","AIR_TIME","FLIGHTS_ANNUAL","FLIGHTS","DISTANCE","TOT_CARRIER_DELAY","TOT_LATE_AIRCRAFT_DELAY","COUNT_CARRIER_DELAY","COUNT_LATE_AIRCRAFT_DELAY","CARRIER_DELAY_30","LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_DELAY_30","COUNT_LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_CANCELLATION","STATE","REGION","TYPE_AIRCRAFT","TYPE_ENGINE","TYPE_REGISTRANT","CARRIER_DELAY_30_RATIO","COUNT_CARRIER_DELAY_30_RATIO","LATE_AIRCRAFT_DELAY_30_RATIO","COUNT_LATE_AIRCRAFT_DELAY_30_RATIO","TOTAL_DELAY_RATE","Proportion_Cancelled"
"10156",2004,2004,0,121402,1088,1088,854026,1182,2843,46,68,798,2302,18,43,0,"IL","C",5,5,3,0.733455882352941,0.0165441176470588,2.11580882352941,0.0395220588235294,0.0560661764705882,0
"10156",2005,2004,1,250240,1183,2271,1753294,2047,4078,60,98,1674,3243,30,51,0,"IL","C",5,5,3,1.41504649196957,0.0253592561284869,2.74133558748943,0.0431107354184277,0.0684699915469146,0
"10156",2006,2004,2,393046,1310,3581,2746928,4283,5813,98,114,3580,4979,50,56,0,"IL","C",5,5,3,2.73282442748092,0.0381679389312977,3.80076335877863,0.0427480916030534,0.0809160305343511,0
"10156",2007,2004,3,530316,1214,4795,3713425,4719,5477,105,113,3895,4661,42,58,0,"IL","C",5,5,3,3.20840197693575,0.0345963756177924,3.83937397034596,0.0477759472817134,0.0823723228995058,0
"10156",2008,2004,4,668437,1211,6006,4680042,5037,5978,117,123,4084,4950,47,64,0,"IL","C",5,5,3,3.37241948802642,0.0388109000825764,4.08753096614368,0.0528488852188274,0.0916597853014038,0
"10156",2009,2004,5,795916,1179,7185,5559589,2094,5271,72,74,1484,4893,31,38,0,"IL","C",5,5,3,1.25869380831213,0.0262934690415606,4.1501272264631,0.0322307039864292,0.0585241730279898,0
"10156",2010,2004,6,931094,1244,8429,6504087,4343,4708,111,96,3321,3911,43,47,1,"IL","C",5,5,3,2.66961414790997,0.0345659163987138,3.14389067524116,0.0377813504823151,0.0723472668810289,0.000118638035354135
"10156",2011,2004,7,1073898,1365,9794,7522730,6136,6546,158,156,5066,5270,80,72,11,"IL","C",5,5,3,3.71135531135531,0.0586080586080586,3.86080586080586,0.0527472527472527,0.111355311355311,0.00112313661425362
"10156",2012,2004,8,1199941,1445,11239,8405739,6987,10456,169,207,5731,9170,90,116,9,"IL","C",5,5,3,3.96608996539792,0.0622837370242214,6.34602076124567,0.0802768166089965,0.142560553633218,0.000800782987810303
"10156",2013,2004,9,1340198,1603,12842,9392545,7128,11163,224,261,5280,9087,103,133,2,"IL","C",5,5,3,3.29382407985028,0.0642545227698066,5.66874610106051,0.0829694323144105,0.147223955084217,0.000155738981467061
"10156",2014,2004,10,1454056,1310,14152,10202107,6483,9401,157,173,5186,8153,61,80,7,"IL","C",5,5,3,3.9587786259542,0.0465648854961832,6.2236641221374,0.0610687022900763,0.10763358778626,0.000494629734313171
"10156",2015,2004,11,1461761,91,14243,10251255,344,378,16,14,185,206,8,4,0,"IL","C",5,5,3,2.03296703296703,0.0879120879120879,2.26373626373626,0.043956043956044,0.131868131868132,0
"101DQ",2020,2020,0,131583,989,989,1016962,1408,447,21,8,1263,411,8,5,8,"GA","7",5,5,3,1.27704752275025,0.00808897876643074,0.415571284125379,0.00505561172901921,0.0131445904954499,0.00808897876643074
"101DQ",2021,2020,1,267313,1245,2234,2010409,3517,1633,86,48,2757,1218,35,22,1,"GA","7",5,5,3,2.2144578313253,0.0281124497991968,0.978313253012048,0.0176706827309237,0.0457831325301205,0.00044762757385855
"101DQ",2022,2020,2,458636,1403,3637,3478102,5441,3356,118,71,4333,2826,53,34,15,"GA","7",5,5,3,3.08838203848895,0.037776193870278,2.01425516749822,0.0242337847469708,0.0620099786172488,0.00412427825130602
"101DQ",2023,2020,3,675058,1489,5126,5135649,5135,4138,127,115,3802,3061,59,47,7,"GA","7",5,5,3,2.55339153794493,0.0396239086635326,2.05574210879785,0.0315648085963734,0.071188717259906,0.00136558720249707
"101DQ",2024,2020,4,778883,693,5819,5921120,2948,2658,65,51,2482,2331,33,22,1,"GA","7",5,5,3,3.58152958152958,0.0476190476190476,3.36363636363636,0.0317460317460317,0.0793650793650794,0.000171850833476542
"101DU",2019,2018,1,138649,1043,1043,1022595,13499,10300,181,146,12208,9338,87,75,9,"UT","S",5,5,3,11.7046979865772,0.0834132310642378,8.95302013422819,0.0719079578139981,0.155321188878236,0.00862895493767977
"101DU",2020,2018,2,228038,723,1766,1682280,3368,565,43,17,3011,395,20,9,4,"UT","S",5,5,3,4.16459197786999,0.0276625172890733,0.546334716459198,0.012448132780083,0.0401106500691563,0.00226500566251416
"101DU",2021,2018,3,249092,170,1936,1841223,2339,909,17,13,2210,851,6,7,4,"UT","S",5,5,3,13,0.0352941176470588,5.00588235294118,0.0411764705882353,0.0764705882352941,0.00206611570247934
"101DU",2022,2018,4,421581,1392,3328,3118958,11175,10017,149,137,10293,9260,69,64,11,"UT","S",5,5,3,7.39439655172414,0.0495689655172414,6.65229885057471,0.0459770114942529,0.0955459770114943,0.00330528846153846
"101DU",2023,2018,5,584378,1267,4595,4323750,10574,7559,137,113,9531,6826,63,62,20,"UT","S",5,5,3,7.52249408050513,0.0497237569060774,5.38752959747435,0.0489344909234412,0.0986582478295185,0.0043525571273123
"101DU",2024,2018,6,641208,437,5032,4734608,6018,2785,59,45,5580,2445,24,23,0,"UT","S",5,5,3,12.7688787185355,0.0549199084668192,5.59496567505721,0.0526315789473684,0.107551487414188,0
"101HQ",2018,2007,11,142006,1890,1890,906183,2944,6582,84,144,2176,5434,30,72,7,"IN","C",5,5,3,1.15132275132275,0.0158730158730159,2.87513227513227,0.0380952380952381,0.053968253968254,0.0037037037037037
"101HQ",2019,2007,12,288908,1737,3627,1875372,2424,7912,80,150,1732,6743,39,72,1,"IN","C",5,5,3,0.997121473805412,0.0224525043177893,3.88198042602188,0.0414507772020725,0.0639032815198618,0.000275709953129308
"101HQ",2020,2007,13,388597,1223,4850,2511429,2881,1399,43,36,2576,1088,18,17,0,"IN","C",5,5,3,2.10629599345871,0.0147179067865903,0.889615699100572,0.0139002452984464,0.0286181520850368,0
"101HQ",2021,2007,14,511174,1498,6348,3317450,3082,5216,89,100,2366,4359,43,48,7,"IN","C",5,5,3,1.57943925233645,0.0287049399198932,2.90987983978638,0.0320427236315087,0.0607476635514019,0.00110270951480781
"101HQ",2022,2007,15,641481,1637,7985,4178076,4259,9834,98,148,3475,9003,55,76,3,"IN","C",5,5,3,2.12278558338424,0.0335980452046426,5.49969456322541,0.0464263897373244,0.080024434941967,0.000375704445835942
"101HQ",2023,2007,16,758213,1417,9402,4932206,2318,5415,61,76,1889,4832,40,33,0,"IN","C",5,5,3,1.33309809456598,0.0282286520818631,3.41002117148906,0.0232886379675371,0.0515172900494001,0
"101HQ",2024,2007,17,827429,832,10234,5374987,2406,3333,31,48,2161,3096,12,29,0,"IN","C",5,5,3,2.59735576923077,0.0144230769230769,3.72115384615385,0.0348557692307692,0.0492788461538462,0
"101NN",2018,2013,5,209984,757,757,1665628,1685,2466,59,34,1208,2293,30,19,3,"DE","1",5,5,3,1.59577278731836,0.0396301188903567,3.02906208718626,0.0250990752972259,0.0647291941875826,0.00396301188903567
"101NN",2019,2013,6,398636,654,1411,3166298,2610,3137,59,26,2279,2937,31,10,3,"DE","1",5,5,3,3.48470948012232,0.0474006116207951,4.49082568807339,0.0152905198776758,0.0626911314984709,0.00212615166548547
"101NN",2020,2013,7,516868,404,1815,4149574,910,1033,15,8,765,1017,7,7,1,"DE","1",5,5,3,1.89356435643564,0.0173267326732673,2.51732673267327,0.0173267326732673,0.0346534653465347,0.000550964187327824
"101NN",2021,2013,8,682215,549,2364,5480274,899,1563,24,10,684,1539,9,4,3,"DE","1",5,5,3,1.24590163934426,0.0163934426229508,2.80327868852459,0.00728597449908925,0.0236794171220401,0.00126903553299492
"101NN",2022,2013,9,909418,853,3217,7349473,4508,4143,106,66,3626,3652,50,33,16,"DE","1",5,5,3,4.25087924970692,0.0586166471277843,4.28135990621336,0.0386869871043376,0.0973036342321219,0.00497357786757849
"101NN",2023,2013,10,1147264,756,3973,9253116,7817,4236,73,45,7420,4037,36,28,0,"DE","1",5,5,3,9.81481481481481,0.0476190476190476,5.33994708994709,0.037037037037037,0.0846560846560847,0
"101NN",2024,2013,11,1276384,407,4380,10280367,771,1298,27,15,544,1239,13,8,1,"DE","1",5,5,3,1.33660933660934,0.0319410319410319,3.04422604422604,0.0196560196560197,0.0515970515970516,0.000228310502283105
"102DN",2020,2020,0,123085,910,910,947748,1152,306,29,7,868,263,12,3,3,"GA","7",5,5,3,0.953846153846154,0.0131868131868132,0.289010989010989,0.0032967032967033,0.0164835164835165,0.0032967032967033
"102DN",2021,2020,1,301817,1395,2305,2280418,2241,1239,66,44,1549,761,28,16,2,"GA","7",5,5,3,1.11039426523298,0.0200716845878136,0.545519713261649,0.0114695340501792,0.0315412186379928,0.000867678958785249
"102DN",2022,2020,2,494728,1434,3739,3766094,5328,4185,134,115,4295,3071,60,51,18,"GA","7",5,5,3,2.99511854951185,0.0418410041841004,2.14156206415621,0.0355648535564854,0.0774058577405858,0.00481412142284033
"102DN",2023,2020,3,701347,1425,5164,5358241,5342,4108,133,103,4239,3209,65,50,9,"GA","7",5,5,3,2.97473684210526,0.0456140350877193,2.2519298245614,0.0350877192982456,0.0807017543859649,0.0017428350116189
"102DN",2024,2020,4,802624,676,5840,6124372,3649,2290,62,43,3126,2030,31,25,0,"GA","7",5,5,3,4.62426035502959,0.0458579881656805,3.00295857988166,0.0369822485207101,0.0828402366863905,0
"102HQ",2018,2007,11,142023,1881,1881,913712,2561,6043,93,133,1760,5110,46,64,3,"IN","C",5,5,3,0.935672514619883,0.024455077086656,2.71664008506114,0.0340244550770867,0.0584795321637427,0.00159489633173844
"102HQ",2019,2007,12,306507,1939,3820,1987661,4104,8229,83,161,3475,7080,36,84,3,"IN","C",5,5,3,1.79216090768437,0.0185662712738525,3.65136668385766,0.0433212996389892,0.0618875709128417,0.000785340314136126
"102HQ",2020,2007,13,412335,1283,5103,2665401,1463,2829,38,49,1151,2550,14,19,0,"IN","C",5,5,3,0.897116134060795,0.0109119251753702,1.98752922837101,0.014809041309431,0.0257209664848012,0
"102HQ",2021,2007,14,540646,1577,6680,3503159,3913,7581,103,126,3232,6728,40,65,0,"IN","C",5,5,3,2.04946100190235,0.0253646163601776,4.26632847178186,0.0412175015852885,0.0665821179454661,0
"102HQ",2022,2007,15,676989,1667,8347,4401005,3699,7675,102,135,2802,6755,37,71,3,"IN","C",5,5,3,1.68086382723455,0.0221955608878224,4.05218956208758,0.0425914817036593,0.0647870425914817,0.00035941056667066
"102HQ",2023,2007,16,791999,1385,9732,5150446,1549,5319,57,73,1003,4956,22,37,0,"IN","C",5,5,3,0.724187725631769,0.015884476534296,3.57833935018051,0.0267148014440433,0.0425992779783394,0
"102HQ",2024,2007,17,858062,817,10549,5567446,1676,2525,33,38,1359,2330,8,13,0,"IN","C",5,5,3,1.66340269277846,0.00979192166462668,2.85189718482252,0.0159118727050184,0.025703794369645,0
"102NN",2018,2013,5,223841,812,812,1773214,2158,2915,70,48,1634,2616,29,24,0,"UT","S",5,5,3,2.01231527093596,0.0357142857142857,3.22167487684729,0.0295566502463054,0.0652709359605911,0
"102NN",2019,2013,6,435829,719,1531,3445480,3540,3137,52,44,3170,2854,26,20,3,"UT","S",5,5,3,4.40890125173853,0.0361613351877608,3.96940194714882,0.0278164116828929,0.0639777468706537,0.00195950359242325
"102NN",2020,2013,7,534543,367,1898,4285892,448,284,10,5,359,251,5,2,5,"UT","S",5,5,3,0.978201634877384,0.0136239782016349,0.683923705722071,0.00544959128065395,0.0190735694822888,0.00263435194942044
"102NN",2021,2013,8,691809,514,2412,5541564,1944,1131,33,13,1684,1109,11,8,2,"UT","S",5,5,3,3.27626459143969,0.0214007782101167,2.15758754863813,0.0155642023346304,0.0369649805447471,0.000829187396351575
"102NN",2022,2013,9,933148,853,3265,7522783,3928,4607,97,60,3235,4237,50,26,14,"UT","S",5,5,3,3.79249706916764,0.0586166471277843,4.96717467760844,0.0304806565064478,0.0890973036342321,0.00428790199081164
"102NN",2023,2013,10,1166772,739,4004,9389521,2997,2215,67,44,2469,1732,31,13,1,"UT","S",5,5,3,3.34100135317997,0.0419485791610284,2.34370771312585,0.0175913396481732,0.0595399188092016,0.00024975024975025
"102NN",2024,2013,11,1285774,377,4381,10337724,4582,800,37,15,4278,673,14,4,0,"UT","S",5,5,3,11.3474801061008,0.0371352785145889,1.78514588859416,0.0106100795755968,0.0477453580901857,0
"102UW",1999,1998,1,120660,741,741,938966,0,0,0,0,0,0,0,0,0,"UT","S",5,5,3,0,0,0,0,0,0
"102UW",2000,1998,2,288483,1805,2546,2105526,0,0,0,0,0,0,0,0,0,"UT","S",5,5,3,0,0,0,0,0,0
"102UW",2002,1998,4,410105,1353,3899,2954193,0,0,0,0,0,0,0,0,0,"UT","S",5,5,3,0,0,0,0,0,0
"102UW",2003,1998,5,544645,1204,5103,3940094,1215,2146,52,55,564,1735,21,32,0,"UT","S",5,5,3,0.46843853820598,0.0174418604651163,1.44102990033223,0.026578073089701,0.0440199335548173,0
"102UW",2004,1998,6,696403,1070,6173,5091558,3371,1851,101,55,2452,1401,49,32,0,"UT","S",5,5,3,2.29158878504673,0.0457943925233645,1.30934579439252,0.0299065420560748,0.0757009345794393,0
"102UW",2005,1998,7,871139,1310,7483,6388681,3058,3736,134,106,1631,2750,57,48,0,"UT","S",5,5,3,1.24503816793893,0.0435114503816794,2.09923664122137,0.0366412213740458,0.0801526717557252,0
"102UW",2006,1998,8,1046388,1257,8740,7698714,3957,4075,167,109,2316,3069,87,49,0,"UT","S",5,5,3,1.84248210023866,0.0692124105011933,2.44152744630072,0.0389817024661893,0.108194112967383,0
"102UW",2007,1998,9,1242343,1310,10050,9191137,6053,8641,265,198,3448,7132,108,92,0,"UT","S",5,5,3,2.63206106870229,0.0824427480916031,5.44427480916031,0.0702290076335878,0.152671755725191,0
"102UW",2008,1998,10,1399806,1117,11167,10374682,3321,2381,119,70,2304,1685,52,31,0,"UT","S",5,5,3,2.0626678603402,0.0465532676812892,1.50850492390331,0.0277529095792301,0.0743061772605192,0
"102UW",2009,1998,11,1550958,1139,12306,11497610,3506,2912,117,77,2499,2296,46,40,2,"UT","S",5,5,3,2.19402985074627,0.0403863037752414,2.01580333625988,0.0351185250219491,0.0755048287971905,0.000162522346822688
"102UW",2010,1998,12,1670279,1048,13354,12354727,3129,2580,86,73,2501,1961,40,34,2,"UT","S",5,5,3,2.38645038167939,0.0381679389312977,1.87118320610687,0.0324427480916031,0.0706106870229008,0.000149767859817283
"102UW",2011,1998,13,1811264,1203,14557,13356670,4817,4775,169,91,3370,4190,76,53,0,"UT","S",5,5,3,2.80133000831255,0.0631753948462178,3.48295926849543,0.0440565253532835,0.107231920199501,0
"102UW",2012,1998,14,1944356,1255,15812,14306116,3091,2403,99,49,2163,2045,37,22,0,"UT","S",5,5,3,1.72350597609562,0.0294820717131474,1.62948207171315,0.0175298804780877,0.0470119521912351,0
"102UW",2013,1998,15,2085585,1334,17146,15290503,5603,4483,157,100,4469,3556,69,41,1,"UT","S",5,5,3,3.35007496251874,0.0517241379310345,2.66566716641679,0.0307346326836582,0.0824587706146927,5.83226408491777e-05
"102UW",2014,1998,16,2239690,1391,18537,16387415,4729,2815,139,71,3533,2317,57,42,1,"UT","S",5,5,3,2.53989935298346,0.0409777138749101,1.66570812365205,0.0301941049604601,0.0711718188353702,5.39461617305929e-05
"102UW",2015,1998,17,2361888,1263,19800,17239603,7057,5213,155,122,6006,4277,79,61,1,"UT","S",5,5,3,4.75534441805226,0.0625494853523357,3.38638163103721,0.0482977038796516,0.110847189231987,5.05050505050505e-05
"102UW",2016,1998,18,2434561,727,20527,17742729,2199,2576,56,50,1749,2210,28,19,0,"UT","S",5,5,3,2.40577716643741,0.0385144429160935,3.03988995873453,0.0261348005502063,0.0646492434662999,0
"102UW",2018,1998,20,2549395,1293,21820,18519878,3628,5588,108,125,2643,4677,43,62,7,"UT","S",5,5,3,2.04408352668213,0.0332559938128384,3.61716937354988,0.0479505027068832,0.0812064965197216,0.000320806599450046
"102UW",2019,1998,21,2662973,1264,23084,19305944,5011,7758,104,124,4217,6948,46,59,4,"UT","S",5,5,3,3.33623417721519,0.0363924050632911,5.49683544303798,0.0466772151898734,0.0830696202531646,0.000173280194073817
"102UW",2020,1998,22,2750905,1116,24200,19940303,1711,1234,48,32,1270,880,19,10,4,"UT","S",5,5,3,1.13799283154122,0.0170250896057348,0.788530465949821,0.00896057347670251,0.0259856630824373,0.000165289256198347
"102UW",2021,1998,23,2876358,1288,25488,20836477,5837,6939,134,118,4844,6077,65,67,15,"UT","S",5,5,3,3.76086956521739,0.0504658385093168,4.71816770186335,0.0520186335403727,0.102484472049689,0.000588512241054614
"102UW",2022,1998,24,2966522,1028,26516,21493519,7800,10798,165,167,6616,9801,76,87,20,"UT","S",5,5,3,6.43579766536965,0.0739299610894942,9.534046692607,0.0846303501945525,0.158560311284047,0.000754261577915221
"102UW",2023,1998,25,3111868,1622,28138,22502778,10323,15060,210,222,8607,13752,93,116,3,"UT","S",5,5,3,5.30641183723798,0.0573366214549938,8.47842170160296,0.0715166461159063,0.1288532675709,0.000106617385741702
"102UW",2024,1998,26,3183747,718,28856,23018461,6675,12589,129,159,5592,11680,54,89,0,"UT","S",5,5,3,7.7883008356546,0.0752089136490251,16.2674094707521,0.123955431754875,0.1991643454039,0
"103DY",2020,2020,0,24936,321,321,168739,536,204,18,7,268,111,8,4,0,"UT","S",5,5,3,0.834890965732087,0.0249221183800623,0.345794392523365,0.0124610591900312,0.0373831775700935,0
"103DY",2021,2020,1,174136,1520,1841,1235778,2574,2034,80,51,1645,1609,31,24,0,"UT","S",5,5,3,1.08223684210526,0.0203947368421053,1.05855263157895,0.0157894736842105,0.0361842105263158,0
"103DY",2022,2020,2,373923,1428,3269,2771769,5323,4783,121,99,4304,4131,57,59,16,"UT","S",5,5,3,3.0140056022409,0.0399159663865546,2.89285714285714,0.0413165266106443,0.0812324929971989,0.00489446313857449
"103DY",2023,2020,3,580668,1393,4662,4352262,8663,5555,165,130,7186,4275,69,59,3,"UT","S",5,5,3,5.1586503948313,0.0495333811916727,3.0689160086145,0.0423546302943288,0.0918880114860014,0.000643500643500643
"103DY",2024,2020,4,681411,671,5333,5124509,3504,2157,79,56,2767,1700,32,24,0,"UT","S",5,5,3,4.12369597615499,0.0476900149031297,2.53353204172876,0.0357675111773472,0.0834575260804769,0
"103HQ",2018,2007,11,146529,1869,1869,955716,2183,6022,85,115,1416,5196,38,60,0,"IN","C",5,5,3,0.757624398073836,0.0203317281968967,2.7800963081862,0.0321027287319422,0.0524344569288389,0
"103HQ",2019,2007,12,291128,1718,3587,1907204,2714,7450,90,162,2098,6090,49,89,0,"IN","C",5,5,3,1.22118742724098,0.0285215366705471,3.54481955762515,0.0518044237485448,0.080325960419092,0
"103HQ",2020,2007,13,385799,1149,4736,2513475,1092,2750,31,53,818,2434,15,26,0,"IN","C",5,5,3,0.711923411662315,0.0130548302872063,2.118363794604,0.0226283724978242,0.0356832027850305,0
"103HQ",2021,2007,14,527952,1711,6447,3442839,4066,7032,108,113,3075,6432,41,66,5,"IN","C",5,5,3,1.79719462302747,0.0239625949736996,3.75920514319112,0.0385739333722969,0.0625365283459965,0.00077555452148286
"103HQ",2022,2007,15,651707,1513,7960,4242311,3288,8740,84,125,2695,8116,43,68,6,"IN","C",5,5,3,1.78122934567085,0.0284203569068077,5.36417713152677,0.0449438202247191,0.0733641771315268,0.000753768844221105
"103HQ",2023,2007,16,772109,1488,9448,5019446,2805,5484,70,83,2267,4808,36,37,2,"IN","C",5,5,3,1.52352150537634,0.0241935483870968,3.23118279569892,0.0248655913978495,0.0490591397849462,0.000211685012701101
"103HQ",2024,2007,17,837742,822,10270,5441154,1547,3136,34,42,1251,2915,14,19,0,"IN","C",5,5,3,1.52189781021898,0.0170316301703163,3.54622871046229,0.0231143552311435,0.0401459854014598,0
"103NN",2018,2013,5,222907,797,797,1760665,3551,1755,57,41,3103,1380,20,18,0,"DE","1",5,5,3,3.89335006273526,0.0250941028858218,1.73149309912171,0.0225846925972397,0.0476787954830615,0
"103NN",2019,2013,6,438537,721,1518,3473618,3705,2522,67,41,3198,2385,31,21,5,"DE","1",5,5,3,4.43550624133148,0.042995839112344,3.30790568654646,0.029126213592233,0.072122052704577,0.00329380764163373
"103NN",2020,2013,7,539138,361,1879,4315307,250,985,10,8,145,947,3,2,0,"DE","1",5,5,3,0.401662049861496,0.00831024930747922,2.62326869806094,0.00554016620498615,0.0138504155124654,0
"103NN",2021,2013,8,689156,515,2394,5521680,979,850,30,12,738,767,16,5,2,"DE","1",5,5,3,1.43300970873786,0.0310679611650485,1.48932038834951,0.00970873786407767,0.0407766990291262,0.000835421888053467
"103NN",2022,2013,9,897337,723,3117,7217882,3065,5297,74,57,2381,4968,31,29,8,"DE","1",5,5,3,3.29322268326418,0.0428769017980636,6.87136929460581,0.0401106500691563,0.0829875518672199,0.00256657042027591
"103NN",2023,2013,10,1131134,746,3863,9093034,7051,3648,68,46,6508,3411,30,23,2,"DE","1",5,5,3,8.72386058981233,0.0402144772117963,4.57238605898123,0.0308310991957105,0.0710455764075067,0.000517732332384157
"103NN",2024,2013,11,1253059,390,4253,10071526,1757,1863,33,22,1531,1721,18,12,2,"DE","1",5,5,3,3.92564102564103,0.0461538461538462,4.41282051282051,0.0307692307692308,0.0769230769230769,0.000470256289677874
"103SY",2014,2014,0,77370,729,729,559270,3570,6613,90,152,2798,5278,41,64,9,"UT","S",5,5,3,3.83813443072702,0.056241426611797,7.2400548696845,0.0877914951989026,0.1440329218107,0.0123456790123457
"103SY",2015,2014,1,216377,1268,1997,1541831,5279,6751,127,163,4422,5657,62,82,3,"UT","S",5,5,3,3.48738170347003,0.0488958990536278,4.46135646687697,0.0646687697160883,0.113564668769716,0.00150225338007011
"103SY",2016,2014,2,361009,1485,3482,2534971,5769,7178,101,170,5198,5769,55,79,0,"UT","S",5,5,3,3.5003367003367,0.037037037037037,3.88484848484849,0.0531986531986532,0.0902356902356902,0
"103SY",2017,2014,3,516654,1537,5019,3604353,7897,8098,103,174,7197,6821,50,81,0,"UT","S",5,5,3,4.68249837345478,0.0325309043591412,4.43786597267404,0.0527000650618087,0.0852309694209499,0
"103SY",2018,2014,4,668320,1510,6529,4641445,6766,7202,86,156,6228,6279,40,87,0,"UT","S",5,5,3,4.12450331125828,0.0264900662251656,4.15827814569536,0.0576158940397351,0.0841059602649007,0
"103SY",2019,2014,5,816607,1440,7969,5684899,6289,7915,84,142,5709,6934,35,74,1,"UT","S",5,5,3,3.96458333333333,0.0243055555555556,4.81527777777778,0.0513888888888889,0.0756944444444444,0.000125486259254612
"103SY",2020,2014,6,919852,1022,8991,6436411,3107,952,44,13,2677,854,17,2,0,"UT","S",5,5,3,2.61937377690802,0.0166340508806262,0.835616438356164,0.00195694716242661,0.0185909980430528,0
"103SY",2021,2014,7,1056994,1397,10388,7391137,9625,2622,149,40,8088,2415,60,22,5,"UT","S",5,5,3,5.78954903364352,0.0429491768074445,1.72870436649964,0.015748031496063,0.0586972083035075,0.000481324605313824
"103SY",2022,2014,8,1172997,1300,11688,8184306,13080,4570,159,57,11850,4256,76,28,1,"UT","S",5,5,3,9.11538461538461,0.0584615384615385,3.27384615384615,0.0215384615384615,0.08,8.55578370978782e-05
"103SY",2023,2014,9,1284630,1405,13093,8921092,7004,7865,138,91,5572,7351,52,53,1,"UT","S",5,5,3,3.96583629893238,0.0370106761565836,5.23202846975089,0.0377224199288256,0.0747330960854092,7.63766898342626e-05
"103SY",2024,2014,10,1354610,839,13932,9370029,3634,3176,70,44,2884,2964,23,21,0,"UT","S",5,5,3,3.43742550655542,0.0274135876042908,3.53277711561383,0.0250297973778307,0.0524433849821216,0
"103US",2007,1999,8,148588,1086,1086,1127500,5110,5695,203,135,3037,4623,77,65,0,"UT","S",5,5,3,2.79650092081031,0.070902394106814,4.25690607734807,0.0598526703499079,0.130755064456722,0
"103US",2008,1999,9,304063,1089,2175,2297554,4072,3635,126,100,3087,2843,62,57,0,"UT","S",5,5,3,2.83471074380165,0.0569329660238751,2.61065197428834,0.0523415977961433,0.109274563820018,0
"103US",2009,1999,10,448790,1102,3277,3367089,2176,2546,99,81,1356,1863,39,34,1,"UT","S",5,5,3,1.23049001814882,0.0353901996370236,1.69056261343013,0.0308529945553539,0.0662431941923775,0.000305157155935307
"103US",2010,1999,11,575069,1124,4401,4274207,3938,2792,96,86,3120,2066,45,42,1,"UT","S",5,5,3,2.77580071174377,0.0400355871886121,1.83807829181495,0.0373665480427046,0.0774021352313167,0.000227221086116792
"103US",2011,1999,12,715038,1245,5646,5271302,5085,4806,177,111,3431,4004,80,52,1,"UT","S",5,5,3,2.75582329317269,0.0642570281124498,3.21606425702811,0.0417670682730924,0.106024096385542,0.000177116542685087
"103US",2012,1999,13,841414,1236,6882,6161323,3299,1786,106,41,2442,1475,46,25,0,"UT","S",5,5,3,1.97572815533981,0.0372168284789644,1.19336569579288,0.0202265372168285,0.0574433656957929,0
"103US",2013,1999,14,980053,1349,8231,7129039,3813,2478,126,75,2721,1702,59,34,0,"UT","S",5,5,3,2.01704966641957,0.0437361008154188,1.26167531504818,0.0252038547071905,0.0689399555226093,0
"103US",2014,1999,15,1128446,1271,9502,8196077,5698,4579,163,105,4238,3724,63,57,4,"UT","S",5,5,3,3.33438237608182,0.0495672698662471,2.92997639653816,0.044846577498033,0.0944138473642801,0.000420964007577352
"103US",2015,1999,16,1251305,1292,10794,9052182,4833,5465,139,103,3649,4644,57,38,0,"UT","S",5,5,3,2.82430340557275,0.0441176470588235,3.59442724458204,0.0294117647058823,0.0735294117647059,0
"103US",2016,1999,17,1335790,865,11659,9635834,4215,3115,101,83,3544,2367,51,45,0,"UT","S",5,5,3,4.0971098265896,0.0589595375722543,2.7364161849711,0.0520231213872832,0.110982658959538,0
"103US",2018,1999,19,1456322,1332,12991,10471389,4425,6202,129,121,3269,5291,57,52,8,"UT","S",5,5,3,2.4542042042042,0.0427927927927928,3.97222222222222,0.039039039039039,0.0818318318318318,0.000615810946039566
"103US",2019,1999,20,1582488,1412,14403,11341322,7485,8137,139,151,6383,6884,58,68,3,"UT","S",5,5,3,4.52053824362606,0.0410764872521246,4.87535410764873,0.0481586402266289,0.0892351274787535,0.000208289939595918
"103US",2020,1999,21,1673758,1134,15537,11987893,1970,741,37,28,1697,474,18,12,1,"UT","S",5,5,3,1.49647266313933,0.0158730158730159,0.417989417989418,0.0105820105820106,0.0264550264550265,6.43624895410955e-05
"103US",2021,1999,22,1790824,1281,16818,12811950,4798,6315,118,103,3876,5443,57,43,9,"UT","S",5,5,3,3.02576112412178,0.0444964871194379,4.24902419984387,0.0335675253708041,0.078064012490242,0.000535140920442383
"103US",2022,1999,23,1904713,1179,17997,13637386,7561,8739,157,140,6327,7955,67,75,14,"UT","S",5,5,3,5.36641221374046,0.0568278201865988,6.74724342663274,0.0636132315521628,0.120441051738762,0.000777907429015947
"103US",2023,1999,24,2043901,1595,19592,14602796,14869,21869,253,291,12954,20110,115,155,0,"UT","S",5,5,3,8.12163009404389,0.0721003134796238,12.6081504702194,0.0971786833855799,0.169278996865204,0
