"Tail_Number","YEAR","YEAR_MFR","AGE","AIR_TIME","FLIGHTS_ANNUAL","FLIGHTS","DISTANCE","TOT_CARRIER_DELAY","TOT_LATE_AIRCRAFT_DELAY","COUNT_CARRIER_DELAY","COUNT_LATE_AIRCRAFT_DELAY","CARRIER_DELAY_30","LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_DELAY_30","COUNT_LATE_AIRCRAFT_DELAY_30","COUNT_CARRIER_CANCELLATION","STATE","REGION","TYPE_AIRCRAFT","TYPE_ENGINE","TYPE_REGISTRANT","CARRIER_DELAY_30_RATIO","COUNT_CARRIER_DELAY_30_RATIO","LATE_AIRCRAFT_DELAY_30_RATIO","COUNT_LATE_AIRCRAFT_DELAY_30_RATIO","TOTAL_DELAY_RATE","Proportion_Cancelled"
"374DA",2007,1998,9,1102338,988,8841,8340496,4279,2971,96,77,3538,2307,47,37,2,"GA","7",5,5,3,3.58097165991903,0.0475708502024291,2.33502024291498,0.0374493927125506,0.0850202429149798,0.000226218753534668
"374DA",2008,1998,10,1247316,935,9776,9453614,2656,3357,82,70,1970,2774,31,37,8,"GA","7",5,5,3,2.10695187165775,0.0331550802139038,2.9668449197861,0.039572192513369,0.0727272727272727,0.000818330605564648
"374DA",2009,1998,11,1397622,1013,10789,10594677,2887,1847,72,47,2176,1442,29,23,6,"GA","7",5,5,3,2.14807502467917,0.0286278381046397,1.42349457058243,0.0227048371174728,0.0513326752221125,0.000556121976086755
"374DA",2010,1998,12,1540940,1053,11842,11696896,4665,1151,127,22,3157,1024,42,12,12,"GA","7",5,5,3,2.99810066476733,0.0398860398860399,0.972459639126306,0.0113960113960114,0.0512820512820513,0.00101334234082081
"374DA",2011,1998,13,1713584,1120,12962,13045580,3875,3447,97,82,2930,2850,42,49,4,"GA","7",5,5,3,2.61607142857143,0.0375,2.54464285714286,0.04375,0.08125,0.000308594352723345
"374DA",2012,1998,14,1886676,1111,14073,14394081,2865,1807,54,36,2356,1604,27,20,4,"GA","7",5,5,3,2.12061206120612,0.0243024302430243,1.44374437443744,0.018001800180018,0.0423042304230423,0.000284232217721879
"374DA",2013,1998,15,2058171,1083,15156,15720204,1716,1193,59,32,1075,946,19,17,1,"GA","7",5,5,3,0.992613111726685,0.0175438596491228,0.873499538319483,0.0156971375807941,0.0332409972299169,6.59804697809448e-05
"374DA",2014,1998,16,2211357,956,16112,16911832,3229,1621,82,44,2501,1259,35,20,1,"GA","7",5,5,3,2.61610878661088,0.0366108786610879,1.31694560669456,0.0209205020920502,0.0575313807531381,6.20655412115194e-05
"374DA",2015,1998,17,2362549,891,17003,18105222,2683,1726,74,46,1991,1320,30,20,2,"GA","7",5,5,3,2.23456790123457,0.0336700336700337,1.48148148148148,0.0224466891133558,0.0561167227833895,0.000117626301240957
"374DA",2016,1998,18,2482952,769,17772,19051709,1623,771,50,24,1135,504,18,10,2,"GA","7",5,5,3,1.47594278283485,0.023407022106632,0.655396618985696,0.0130039011703511,0.0364109232769831,0.000112536574386676
"374DA",2017,1998,19,2651432,1005,18777,20358386,2691,2645,84,65,2026,2037,42,23,2,"GA","7",5,5,3,2.01592039800995,0.0417910447761194,2.02686567164179,0.0228855721393035,0.0646766169154229,0.00010651328753262
"374DA",2018,1998,20,2802473,990,19767,21520218,2250,2048,53,44,1745,1785,20,32,0,"GA","7",5,5,3,1.76262626262626,0.0202020202020202,1.8030303030303,0.0323232323232323,0.0525252525252525,0
"374DA",2019,1998,21,2939809,1078,20845,22553188,3420,2640,70,51,2892,2217,33,22,0,"GA","7",5,5,3,2.68274582560297,0.0306122448979592,2.05658627087199,0.0204081632653061,0.0510204081632653,0
"374DA",2020,1998,22,3028133,756,21601,23231367,2317,798,20,14,2233,702,12,7,9,"GA","7",5,5,3,2.9537037037037,0.0158730158730159,0.928571428571429,0.00925925925925926,0.0251322751322751,0.00041664737743623
"374DA",2021,1998,23,3161804,966,22567,24242312,3223,619,50,21,2623,376,22,9,2,"GA","7",5,5,3,2.71532091097309,0.0227743271221532,0.389233954451346,0.0093167701863354,0.0320910973084886,8.86249833828156e-05
"374DA",2022,1998,24,3255791,817,23384,24957424,5076,2482,68,34,4503,2215,32,14,22,"GA","7",5,5,3,5.51162790697674,0.0391676866585067,2.71113831089351,0.0171358629130967,0.0563035495716034,0.000940814231953472
"374DA",2023,1998,25,3404211,1203,24587,26067595,6548,3150,96,64,5775,2558,46,21,6,"GA","7",5,5,3,4.80049875311721,0.0382377389858687,2.12635078969243,0.0174563591022444,0.055694098088113,0.000244031398706634
"374DA",2024,1998,26,3466130,476,25063,26523121,2235,1838,42,36,1902,1504,18,15,0,"GA","7",5,5,3,3.99579831932773,0.0378151260504202,3.15966386554622,0.0315126050420168,0.069327731092437,0
"374DX",2019,2019,0,154346,1112,1112,1168444,3575,3590,88,83,2729,2923,40,38,1,"UT","S",5,5,3,2.45413669064748,0.0359712230215827,2.62859712230216,0.0341726618705036,0.0701438848920863,0.000899280575539568
"374DX",2020,2019,1,301254,1082,2194,2316892,2105,1388,37,30,1809,1153,18,16,12,"UT","S",5,5,3,1.67190388170055,0.0166358595194085,1.06561922365989,0.0147874306839187,0.0314232902033272,0.00546946216955333
"374DX",2021,2019,2,476546,1325,3519,3632145,2443,1367,75,40,1766,994,35,15,3,"UT","S",5,5,3,1.33283018867925,0.0264150943396226,0.750188679245283,0.0113207547169811,0.0377358490566038,0.000852514919011083
"374DX",2022,2019,3,666572,1432,4951,5081451,7689,3690,129,78,6599,3123,54,33,17,"UT","S",5,5,3,4.60824022346369,0.0377094972067039,2.18086592178771,0.0230446927374302,0.0607541899441341,0.00343364976772369
"374DX",2023,2019,4,867218,1341,6292,6616504,6452,3688,130,95,5246,2927,55,42,2,"UT","S",5,5,3,3.91200596569724,0.041014168530947,2.18269947800149,0.0313199105145414,0.0723340790454884,0.000317863954227591
"374DX",2024,2019,5,969535,695,6987,7390095,1950,2027,53,51,1612,1571,29,27,0,"UT","S",5,5,3,2.31942446043166,0.041726618705036,2.26043165467626,0.0388489208633093,0.0805755395683453,0
"374HA",2014,2014,0,42639,129,129,354216,544,16,13,1,324,0,3,0,0,"HI","4",5,5,3,2.51162790697674,0.0232558139534884,0,0,0.0232558139534884,0
"374HA",2015,2014,1,226582,567,696,1871405,5478,433,83,13,4376,295,28,4,0,"HI","4",5,5,3,7.71781305114638,0.0493827160493827,0.520282186948854,0.00705467372134039,0.0564373897707231,0
"374HA",2016,2014,2,399921,520,1216,3305453,1676,359,56,10,874,200,19,3,0,"HI","4",5,5,3,1.68076923076923,0.0365384615384615,0.384615384615385,0.00576923076923077,0.0423076923076923,0
"374HA",2017,2014,3,537298,407,1623,4434017,3042,320,91,8,1928,241,37,6,0,"HI","4",5,5,3,4.73710073710074,0.0909090909090909,0.592137592137592,0.0147420147420147,0.105651105651106,0
"374HA",2018,2014,4,685562,445,2068,5652866,5102,493,86,13,4072,364,29,4,0,"HI","4",5,5,3,9.15056179775281,0.0651685393258427,0.817977528089888,0.00898876404494382,0.0741573033707865,0
"374HA",2019,2014,5,858325,504,2572,7085484,5326,816,124,17,3813,690,48,10,0,"HI","4",5,5,3,7.56547619047619,0.0952380952380952,1.36904761904762,0.0198412698412698,0.115079365079365,0
"374HA",2020,2014,6,931876,223,2795,7697616,1446,97,36,4,972,39,14,2,0,"HI","4",5,5,3,4.35874439461883,0.062780269058296,0.174887892376682,0.00896860986547085,0.0717488789237668,0
"374HA",2021,2014,7,1096072,410,3205,9075660,3653,85,73,4,2792,48,29,1,0,"HI","4",5,5,3,6.80975609756098,0.0707317073170732,0.117073170731707,0.0024390243902439,0.0731707317073171,0
"374HA",2022,2014,8,1266650,494,3699,10498323,5440,663,113,23,4144,409,43,9,0,"HI","4",5,5,3,8.38866396761134,0.0870445344129555,0.827935222672065,0.0182186234817814,0.105263157894737,0
"374HA",2023,2014,9,1435217,488,4187,11908655,8165,2156,151,33,6666,1902,57,11,0,"HI","4",5,5,3,13.6598360655738,0.116803278688525,3.89754098360656,0.0225409836065574,0.139344262295082,0
"374HA",2024,2014,10,1523695,256,4443,12651879,3484,858,67,20,2813,713,31,7,0,"HI","4",5,5,3,10.98828125,0.12109375,2.78515625,0.02734375,0.1484375,0
"374NW",2002,2001,1,152033,1143,1143,1142579,0,0,0,0,0,0,0,0,0,"GA","7",5,5,3,0,0,0,0,0,0
"374NW",2003,2001,2,332271,1357,2500,2498684,1815,1250,53,32,1300,920,21,14,4,"GA","7",5,5,3,0.957995578481945,0.0154753131908622,0.677966101694915,0.0103168754605748,0.025792188651437,0.0016
"374NW",2004,2001,3,503161,1286,3786,3777670,4458,2311,147,76,3350,1649,86,42,5,"GA","7",5,5,3,2.6049766718507,0.0668740279937792,1.28227060653188,0.0326594090202177,0.0995334370139969,0.00132065504490227
"374NW",2005,2001,4,678192,1345,5131,5083800,8885,3849,218,121,6919,2826,113,51,4,"GA","7",5,5,3,5.14423791821561,0.0840148698884758,2.10111524163569,0.0379182156133829,0.121933085501859,0.000779575131553303
"374NW",2006,2001,5,850733,1385,6516,6356111,5739,3237,189,100,3730,2355,73,44,10,"GA","7",5,5,3,2.69314079422383,0.0527075812274368,1.70036101083033,0.0317689530685921,0.0844765342960289,0.00153468385512584
"374NW",2007,2001,6,1017555,1350,7866,7593644,4577,4832,178,121,3027,3840,84,62,10,"GA","7",5,5,3,2.24222222222222,0.0622222222222222,2.84444444444444,0.0459259259259259,0.108148148148148,0.00127129417747267
"374NW",2008,2001,7,1194338,1416,9282,8887386,5015,2896,157,93,3532,1860,73,37,0,"GA","7",5,5,3,2.49435028248588,0.0515536723163842,1.3135593220339,0.0261299435028249,0.077683615819209,0
"374NW",2009,2001,8,1362663,1201,10483,10146536,4032,3555,122,67,2840,2952,63,27,1,"GA","7",5,5,3,2.3646960865945,0.0524562864279767,2.45795170691091,0.02248126561199,0.0749375520399667,9.53925403033483e-05
"374NW",2010,2001,9,1557305,1366,11849,11638678,5088,3161,165,107,3619,2207,72,54,16,"GA","7",5,5,3,2.6493411420205,0.0527086383601757,1.61566617862372,0.0395314787701318,0.0922401171303075,0.00135032492193434
"374NW",2011,2001,10,1729384,1324,13173,12929269,2972,2879,103,78,2034,2191,39,36,1,"GA","7",5,5,3,1.53625377643505,0.0294561933534743,1.65483383685801,0.027190332326284,0.0566465256797583,7.59128520458514e-05
"374NW",2012,2001,11,1903739,1360,14533,14234420,2726,2500,83,62,1876,1961,38,30,3,"GA","7",5,5,3,1.37941176470588,0.0279411764705882,1.44191176470588,0.0220588235294118,0.05,0.000206426752907177
"374NW",2013,2001,12,2064034,1330,15863,15411292,3709,3633,99,82,2945,3032,50,39,2,"GA","7",5,5,3,2.21428571428571,0.037593984962406,2.2796992481203,0.0293233082706767,0.0669172932330827,0.000126079556199962
"374NW",2014,2001,13,2235410,1417,17280,16686325,3512,2726,99,89,2618,1813,47,36,5,"GA","7",5,5,3,1.84756527875794,0.0331686661961891,1.27946365561045,0.0254057868736768,0.0585744530698659,0.000289351851851852
"374NW",2015,2001,14,2408120,1423,18703,17968481,4138,4252,88,72,3446,3745,39,35,0,"GA","7",5,5,3,2.42164441321153,0.0274068868587491,2.6317638791286,0.0245959241040056,0.0520028109627547,0
"374NW",2016,2001,15,2590550,1466,20169,19326811,6307,3952,94,72,5628,3395,35,29,4,"GA","7",5,5,3,3.83901773533424,0.0238744884038199,2.31582537517053,0.0197817189631651,0.043656207366985,0.000198324160840894
"374NW",2017,2001,16,2733656,1207,21376,20385013,3693,2638,78,52,3023,2300,38,26,7,"GA","7",5,5,3,2.50455675227838,0.0314830157415079,1.90555095277548,0.0215410107705054,0.0530240265120133,0.00032747005988024
"374NW",2018,2001,17,2862961,1095,22471,21339598,3446,4737,92,81,2503,3992,34,26,0,"GA","7",5,5,3,2.28584474885845,0.0310502283105023,3.64566210045662,0.0237442922374429,0.0547945205479452,0
"374NW",2019,2001,18,3020551,1348,23819,22501326,5864,7780,129,115,4926,6932,63,56,2,"GA","7",5,5,3,3.65430267062314,0.0467359050445104,5.14243323442136,0.0415430267062315,0.0882789317507418,8.39665813006423e-05
"374NW",2020,2001,19,3098343,705,24524,23070469,2289,1585,43,28,2012,1371,17,11,2,"GA","7",5,5,3,2.85390070921986,0.024113475177305,1.94468085106383,0.0156028368794326,0.0397163120567376,8.15527646387213e-05
"374NW",2021,2001,20,3252240,1379,25903,24202734,5857,2039,84,47,5217,1618,42,22,1,"GA","7",5,5,3,3.7831762146483,0.0304568527918782,1.17331399564902,0.0159535895576505,0.0464104423495287,3.86055669227503e-05
"374NW",2022,2001,21,3404768,1498,27401,25338918,11622,6243,181,118,10174,5230,80,59,20,"GA","7",5,5,3,6.79172229639519,0.0534045393858478,3.4913217623498,0.0393858477970628,0.0927903871829105,0.000729900368599686
"374NW",2023,2001,22,3546597,1284,28685,26394342,7877,5187,156,113,6522,4215,70,55,11,"GA","7",5,5,3,5.07943925233645,0.0545171339563863,3.28271028037383,0.0428348909657321,0.0973520249221184,0.000383475684155482
"374NW",2024,2001,23,3630793,755,29440,26999940,5656,4792,100,81,4924,4311,48,35,0,"GA","7",5,5,3,6.52185430463576,0.0635761589403974,5.70993377483444,0.0463576158940397,0.109933774834437,0
"37502",2018,2018,0,126979,746,746,1005754,3838,2523,64,52,3268,2133,28,28,1,"IL","C",5,5,3,4.38069705093834,0.0375335120643432,2.85924932975871,0.0375335120643432,0.0750670241286863,0.00134048257372654
"37502",2019,2018,1,167587,217,963,1324734,758,157,11,6,666,59,4,2,0,"IL","C",5,5,3,3.06912442396313,0.0184331797235023,0.271889400921659,0.00921658986175115,0.0276497695852535,0
"37502",2021,2018,3,320611,899,1862,2512080,2313,2488,71,58,1756,2039,32,28,0,"IL","C",5,5,3,1.95328142380423,0.03559510567297,2.26807563959956,0.0311457174638487,0.0667408231368187,0
"37502",2022,2018,4,547915,1106,2968,4325652,3304,2241,97,55,2353,1724,39,23,0,"IL","C",5,5,3,2.12748643761302,0.0352622061482821,1.55877034358047,0.0207956600361664,0.0560578661844485,0
"37502",2023,2018,5,728635,1027,3995,5735623,3578,5688,131,97,2331,5116,49,54,1,"IL","C",5,5,3,2.269717624148,0.0477117818889971,4.98149951314508,0.0525803310613437,0.100292112950341,0.000250312891113892
"37502",2024,2018,6,779181,314,4309,6126291,525,1018,22,18,353,889,12,6,0,"IL","C",5,5,3,1.12420382165605,0.0382165605095541,2.8312101910828,0.0191082802547771,0.0573248407643312,0
"37504",2018,2018,0,111426,650,650,881564,1732,1755,52,40,1255,1431,30,20,0,"IL","C",5,5,3,1.93076923076923,0.0461538461538462,2.20153846153846,0.0307692307692308,0.0769230769230769,0
"37504",2019,2018,1,153336,209,859,1211477,1511,336,9,6,1456,293,4,3,0,"IL","C",5,5,3,6.96650717703349,0.0191387559808612,1.40191387559809,0.0143540669856459,0.0334928229665072,0
"37504",2021,2018,3,306464,907,1766,2399869,2247,2370,63,56,1650,1948,29,24,0,"IL","C",5,5,3,1.81918412348401,0.0319735391400221,2.14773980154355,0.0264608599779493,0.0584343991179713,0
"37504",2022,2018,4,517822,1079,2845,4071824,4136,4430,91,58,3301,4077,45,35,0,"IL","C",5,5,3,3.05931417979611,0.0417052826691381,3.77849860982391,0.0324374420759963,0.0741427247451344,0
"37504",2023,2018,5,700332,998,3843,5501179,3609,4989,92,74,2658,4523,28,37,0,"IL","C",5,5,3,2.66332665330661,0.0280561122244489,4.53206412825651,0.0370741482965932,0.0651302605210421,0
"37504",2024,2018,6,755789,343,4186,5923155,832,1725,30,29,580,1556,11,16,0,"IL","C",5,5,3,1.69096209912536,0.032069970845481,4.53644314868805,0.0466472303206997,0.0787172011661808,0
"37506",2018,2018,0,106321,660,660,832335,1346,2438,34,31,994,2211,11,13,0,"IL","C",5,5,3,1.50606060606061,0.0166666666666667,3.35,0.0196969696969697,0.0363636363636364,0
"37506",2019,2018,1,145366,208,868,1139069,183,107,7,5,91,65,3,2,0,"IL","C",5,5,3,0.4375,0.0144230769230769,0.3125,0.00961538461538462,0.0240384615384615,0
"37506",2021,2018,3,296664,896,1764,2316480,1999,3767,83,71,1128,3146,32,32,0,"IL","C",5,5,3,1.25892857142857,0.0357142857142857,3.51116071428571,0.0357142857142857,0.0714285714285714,0
"37506",2022,2018,4,518664,1125,2889,4080144,3072,3321,107,63,2037,2961,49,33,0,"IL","C",5,5,3,1.81066666666667,0.0435555555555556,2.632,0.0293333333333333,0.0728888888888889,0
"37506",2023,2018,5,715559,1129,4018,5619917,2644,4758,101,87,1699,4128,49,37,0,"IL","C",5,5,3,1.50487156775908,0.0434012400354296,3.6563330380868,0.0327723649247121,0.0761736049601417,0
"37506",2024,2018,6,776767,361,4379,6088439,2298,1603,41,31,2005,1416,20,16,0,"IL","C",5,5,3,5.55401662049861,0.0554016620498615,3.92243767313019,0.0443213296398892,0.0997229916897507,0
"3750D",2002,2001,1,128938,1116,1116,966366,0,0,0,0,0,0,0,0,0,"GA","7",5,5,3,0,0,0,0,0,0
"3750D",2003,2001,2,274918,1218,2334,2070179,1637,922,32,25,1357,677,11,11,1,"GA","7",5,5,3,1.11412151067323,0.0090311986863711,0.555829228243021,0.0090311986863711,0.0180623973727422,0.000428449014567267
"3750D",2004,2001,3,455991,1145,3479,3471345,2232,1803,75,53,1410,1265,21,19,3,"GA","7",5,5,3,1.23144104803493,0.0183406113537118,1.10480349344978,0.0165938864628821,0.0349344978165939,0.000862316757688991
"3750D",2005,2001,4,621710,1144,4623,4746873,2325,2513,65,62,1682,2050,21,34,7,"GA","7",5,5,3,1.47027972027972,0.0183566433566434,1.79195804195804,0.0297202797202797,0.0480769230769231,0.00151416828898983
"3750D",2006,2001,5,759044,926,5549,5795084,2885,2665,77,71,2246,1973,33,29,2,"GA","7",5,5,3,2.42548596112311,0.0356371490280778,2.13066954643628,0.031317494600432,0.0669546436285097,0.00036042530185619
"3750D",2007,2001,6,913421,1003,6552,6977534,2904,2121,84,63,2219,1597,42,28,5,"GA","7",5,5,3,2.2123629112662,0.0418743768693918,1.59222333000997,0.0279162512462612,0.069790628115653,0.000763125763125763
"3750D",2008,2001,7,1094505,979,7531,8384009,3624,3786,121,92,2688,3055,52,51,5,"GA","7",5,5,3,2.74565883554648,0.0531154239019408,3.12053115423902,0.052093973442288,0.105209397344229,0.00066392245385739
"3750D",2009,2001,8,1291780,1020,8551,9922754,1721,1394,55,38,1240,1062,24,18,2,"GA","7",5,5,3,1.2156862745098,0.0235294117647059,1.04117647058823,0.0176470588235294,0.0411764705882353,0.000233890773009005
"3750D",2010,2001,9,1470153,1123,9674,11313439,3174,2011,103,69,2241,1306,47,31,8,"GA","7",5,5,3,1.99554764024933,0.0418521816562778,1.16295636687444,0.0276046304541407,0.0694568121104185,0.000826958858796775
"3750D",2011,2001,10,1649254,1067,10741,12715300,1855,3185,65,67,1217,2482,25,25,3,"GA","7",5,5,3,1.14058106841612,0.0234301780693533,2.3261480787254,0.0234301780693533,0.0468603561387067,0.000279303603016479
"3750D",2012,2001,11,1839656,1066,11807,14210420,2895,2388,60,44,2442,2036,29,16,0,"GA","7",5,5,3,2.29080675422139,0.0272045028142589,1.90994371482176,0.0150093808630394,0.0422138836772983,0
"3750D",2013,2001,12,1994906,887,12694,15426259,5072,1759,72,49,4516,1437,33,30,1,"GA","7",5,5,3,5.0913190529876,0.0372040586245772,1.62006764374295,0.0338218714768884,0.0710259301014656,7.87773751378604e-05
"3750D",2014,2001,13,2156306,889,13583,16688288,3698,2159,76,49,3062,1775,40,21,1,"GA","7",5,5,3,3.44431946006749,0.0449943757030371,1.99662542182227,0.0236220472440945,0.0686164229471316,7.36214385629095e-05
"3750D",2015,2001,14,2313601,874,14457,17928060,2788,1925,76,63,1996,1183,30,23,0,"GA","7",5,5,3,2.2837528604119,0.034324942791762,1.35354691075515,0.0263157894736842,0.0606407322654462,0
"3750D",2016,2001,15,2485832,1019,15476,19270479,2364,2159,67,48,1788,1776,29,21,0,"GA","7",5,5,3,1.75466143277723,0.028459273797841,1.74288518155054,0.0206084396467125,0.0490677134445535,0
"3750D",2017,2001,16,2627981,889,16365,20375232,4697,3505,77,56,4074,3011,36,23,2,"GA","7",5,5,3,4.58267716535433,0.0404949381327334,3.38695163104612,0.0258717660292463,0.0663667041619797,0.000122212037885732
"3750D",2018,2001,17,2781718,1022,17387,21552064,3362,1400,68,51,2759,882,38,23,0,"GA","7",5,5,3,2.69960861056752,0.0371819960861057,0.863013698630137,0.0225048923679061,0.0596868884540117,0
"3750D",2019,2001,18,2923151,1044,18431,22617718,3308,3546,84,70,2609,3108,46,36,0,"GA","7",5,5,3,2.49904214559387,0.0440613026819923,2.97701149425287,0.0344827586206896,0.078544061302682,0
"3750D",2020,2001,19,3053976,1130,19561,23639290,2851,715,41,18,2520,537,20,6,15,"GA","7",5,5,3,2.23008849557522,0.0176991150442478,0.475221238938053,0.00530973451327434,0.0230088495575221,0.000766831961556158
"3750D",2021,2001,20,3181766,998,20559,24599288,5102,1687,65,32,4421,1445,23,12,0,"GA","7",5,5,3,4.42985971943888,0.0230460921843687,1.44789579158317,0.0120240480961924,0.0350701402805611,0
"3750D",2022,2001,21,3287199,992,21551,25390939,6255,2312,80,35,5618,2049,33,18,19,"GA","7",5,5,3,5.6633064516129,0.0332661290322581,2.06552419354839,0.0181451612903226,0.0514112903225806,0.000881629622755325
"3750D",2023,2001,22,3423766,1137,22688,26404091,6925,6627,131,103,5950,6135,60,50,7,"GA","7",5,5,3,5.23306948109059,0.0527704485488127,5.39577836411609,0.0439753737906772,0.0967458223394899,0.000308533145275035
"3750D",2024,2001,23,3492798,541,23229,26916380,1859,2023,46,31,1550,1803,20,15,0,"GA","7",5,5,3,2.86506469500924,0.0369685767097967,3.33271719038817,0.0277264325323475,0.0646950092421442,0
"37510",2019,2019,0,19575,115,115,150481,118,306,5,4,83,292,3,1,0,"IL","C",5,5,3,0.721739130434783,0.0260869565217391,2.53913043478261,0.00869565217391304,0.0347826086956522,0
"37510",2021,2019,2,182144,937,1052,1420686,1462,3280,67,58,715,2835,25,23,0,"IL","C",5,5,3,0.76307363927428,0.0266808964781217,3.025613660619,0.0245464247598719,0.0512273212379936,0
"37510",2022,2019,3,416998,1187,2239,3282494,3343,3530,90,55,2507,3179,41,32,0,"IL","C",5,5,3,2.11204717775906,0.0345408593091828,2.67818028643639,0.0269587194608256,0.0614995787700084,0
"37510",2023,2019,4,612696,1054,3293,4815795,4804,6367,96,94,3918,5708,43,47,0,"IL","C",5,5,3,3.71726755218216,0.0407969639468691,5.41555977229602,0.0445920303605313,0.0853889943074004,0
"37510",2024,2019,5,708034,544,3837,5549570,1521,2403,51,48,1124,1846,24,23,0,"IL","C",5,5,3,2.06617647058824,0.0441176470588235,3.39338235294118,0.0422794117647059,0.0863970588235294,0
"37513",2021,2019,2,168476,989,997,1311846,2117,2211,79,55,1279,1708,34,26,0,"IL","C",5,5,3,1.29322548028311,0.0343781597573306,1.72699696663296,0.0262891809908999,0.0606673407482305,0
"37513",2022,2019,3,391639,1106,2103,3091977,2636,1990,71,41,1779,1742,25,23,0,"IL","C",5,5,3,1.60849909584087,0.0226039783001808,1.5750452079566,0.0207956600361664,0.0433996383363472,0
"37513",2023,2019,4,569331,1027,3130,4476501,4458,3975,115,82,3381,3368,46,45,0,"IL","C",5,5,3,3.2921129503408,0.0447906523855891,3.2794547224927,0.0438169425511198,0.0886075949367089,0
"37513",2024,2019,5,649338,459,3589,5090648,1147,2949,45,40,800,2687,20,23,0,"IL","C",5,5,3,1.74291938997821,0.0435729847494553,5.85403050108933,0.0501089324618736,0.093681917211329,0
"37514",2021,2019,2,140089,815,836,1098397,1917,3830,70,65,1321,3426,30,29,0,"IL","C",5,5,3,1.62085889570552,0.0368098159509202,4.20368098159509,0.0355828220858896,0.0723926380368098,0
"37514",2022,2019,3,357779,1075,1911,2823848,2056,2444,81,57,1357,2067,38,30,0,"IL","C",5,5,3,1.26232558139535,0.0353488372093023,1.92279069767442,0.027906976744186,0.0632558139534884,0
"37514",2023,2019,4,544984,1061,2972,4286340,3654,3177,115,80,2558,2482,49,39,0,"IL","C",5,5,3,2.41093308199811,0.0461828463713478,2.33930254476909,0.0367577756833176,0.0829406220546654,0
"37514",2024,2019,5,623726,481,3453,4890695,1811,2726,54,44,1462,2443,29,23,0,"IL","C",5,5,3,3.03950103950104,0.0602910602910603,5.07900207900208,0.0478170478170478,0.108108108108108,0
"3751B",2002,2001,1,127550,1061,1061,962905,0,0,0,0,0,0,0,0,0,"GA","7",5,5,3,0,0,0,0,0,0
"3751B",2003,2001,2,278460,1240,2301,2107032,1787,787,37,28,1426,554,14,15,2,"GA","7",5,5,3,1.15,0.0112903225806452,0.446774193548387,0.0120967741935484,0.0233870967741935,0.000869187309865276
"3751B",2004,2001,3,445067,1181,3482,3396532,2034,1793,74,52,1368,1250,42,20,7,"GA","7",5,5,3,1.15834038950042,0.0355630821337849,1.0584250635055,0.0169348010160881,0.052497883149873,0.00201033888569787
"3751B",2005,2001,4,626404,1191,4673,4800877,2073,1701,47,42,1627,1389,18,19,6,"GA","7",5,5,3,1.36607892527288,0.0151133501259446,1.16624685138539,0.0159529806884971,0.0310663308144416,0.00128397175262144
"3751B",2006,2001,5,770636,976,5649,5907182,2617,1243,78,46,1901,810,28,24,5,"GA","7",5,5,3,1.94774590163934,0.0286885245901639,0.829918032786885,0.0245901639344262,0.0532786885245902,0.000885112409275978
"3751B",2007,2001,6,924909,1017,6666,7108824,3155,3391,78,71,2462,2949,38,37,14,"GA","7",5,5,3,2.42084562438545,0.0373647984267453,2.89970501474926,0.0363815142576204,0.0737463126843658,0.0021002100210021
"3751B",2008,2001,7,1102971,965,7631,8499108,2506,3357,80,70,1883,2730,36,32,2,"GA","7",5,5,3,1.95129533678756,0.0373056994818653,2.82901554404145,0.033160621761658,0.0704663212435233,0.000262088848119513
"3751B",2009,2001,8,1289915,993,8624,9943436,1877,2905,69,60,1239,2410,28,23,1,"GA","7",5,5,3,1.24773413897281,0.0281973816717019,2.4269889224572,0.0231621349446123,0.0513595166163142,0.00011595547309833
"3751B",2010,2001,9,1473117,1104,9728,11390764,3743,3096,112,80,2703,2374,41,32,13,"GA","7",5,5,3,2.44836956521739,0.0371376811594203,2.15036231884058,0.0289855072463768,0.0661231884057971,0.00133634868421053
"3751B",2011,2001,10,1652314,1093,10821,12798621,2393,2249,84,63,1640,1668,37,29,4,"GA","7",5,5,3,1.50045745654163,0.0338517840805123,1.52607502287283,0.0265324794144556,0.060384263494968,0.00036965160336383
"3751B",2012,2001,11,1840914,1057,11878,14297379,2545,1924,55,40,2116,1672,19,21,1,"GA","7",5,5,3,2.00189214758751,0.0179754020813623,1.58183538315989,0.0198675496688742,0.0378429517502365,8.41892574507493e-05
"3751B",2013,2001,12,2012735,945,12823,15642400,2843,1632,68,51,2190,1214,21,30,0,"GA","7",5,5,3,2.31746031746032,0.0222222222222222,1.28465608465609,0.0317460317460317,0.053968253968254,0
"3751B",2014,2001,13,2166053,886,13709,16839580,3156,1944,76,45,2382,1545,32,20,1,"GA","7",5,5,3,2.68848758465011,0.036117381489842,1.74379232505643,0.0225733634311512,0.0586907449209932,7.29447808009337e-05
"3751B",2015,2001,14,2329629,966,14675,18112369,2775,2377,76,63,2047,1766,29,32,0,"GA","7",5,5,3,2.11904761904762,0.0300207039337474,1.82815734989648,0.0331262939958592,0.0631469979296066,0
"3751B",2016,2001,15,2503808,975,15650,19468569,2552,1588,73,38,1883,1174,34,12,0,"GA","7",5,5,3,1.93128205128205,0.0348717948717949,1.20410256410256,0.0123076923076923,0.0471794871794872,0
